5,2.366569
6,2.357771
7,2.363636
8,2.357771
9,2.363636
10,2.357771
11,2.363636
12,2.360704
13,2.363636
14,2.360704
15,2.351906
16,2.360704
17,2.357771
18,2.366569
19,2.360704
20,2.366569
21,2.360704
22,2.366569
23,2.360704
24,2.366569
25,2.360704
26,2.363636
27,2.360704
28,2.363636
29,2.360704
30,2.357771
31,2.363636
32,2.357771
33,2.363636
34,2.357771
35,2.363636
36,2.357771
37,2.363636
38,2.357771
39,2.360704
40,2.351906
41,2.360704
42,2.351906
43,2.360704
44,2.351906
45,2.348974
46,2.357771
47,2.348974
48,2.351906
49,2.357771
50,2.351906
51,2.348974
52,2.357771
53,2.348974
54,2.351906
55,2.348974
56,2.351906
57,2.348974
58,2.351906
59,2.348974
60,2.346041
61,2.351906
62,2.346041
63,2.348974
64,2.351906
65,2.346041
66,2.348974
67,2.346041
68,2.343108
69,2.348974
70,2.343108
71,2.348974
72,2.343108
73,2.348974
74,2.346041
75,2.348974
76,2.343108
77,2.348974
78,2.343108
79,2.348974
80,2.346041
81,2.343108
82,2.346041
83,2.343108
84,2.340176
85,2.346041
86,2.340176
87,2.346041
88,2.340176
89,2.346041
90,2.340176
91,2.346041
92,2.340176
93,2.346041
94,2.340176
95,2.337243
96,2.340176
97,2.343108
99,2.348974
100,2.351906
101,2.348974
102,2.357771
103,2.360704
104,2.351906
105,2.348974
106,2.351906
107,2.348974
108,2.346041
109,2.351906
110,2.346041
111,2.351906
112,2.348974
113,2.351906
114,2.348974
115,2.351906
116,2.348974
117,2.351906
118,2.348974
119,2.346041
120,2.351906
121,2.346041
122,2.351906
123,2.348974
124,2.351906
125,2.348974
126,2.346041
127,2.343108
128,2.348974
129,2.343108
130,2.348974
131,2.343108
132,2.346041
133,2.348974
134,2.343108
135,2.348974
136,2.343108
137,2.348974
138,2.343108
139,2.348974
140,2.343108
141,2.348974
142,2.343108
143,2.348974
144,2.343108
145,2.348974
146,2.343108
147,2.348974
148,2.343108
149,2.348974
150,2.343108
151,2.346041
152,2.340176
153,2.346041
154,2.340176
155,2.346041
156,2.340176
157,2.346041
158,2.340176
159,2.346041
160,2.340176
161,2.346041
162,2.340176
163,2.346041
164,2.340176
165,2.346041
166,2.340176
167,2.346041
168,2.340176
169,2.343108
170,2.340176
171,2.337243
172,2.343108
173,2.340176
174,2.337243
175,2.340176
176,2.337243
177,2.340176
178,2.337243
179,2.340176
180,2.337243
181,2.334311
182,2.337243
183,2.340176
184,2.337243
185,2.340176
186,2.337243
187,2.340176
188,2.334311
189,2.340176
190,2.334311
191,2.337243
192,2.334311
193,2.340176
194,2.334311
195,2.340176
196,2.337243
197,2.334311
198,2.340176
199,2.337243
200,2.340176
201,2.334311
202,2.337243
203,2.334311
204,2.331378
205,2.334311
206,2.337243
207,2.334311
208,2.337243
209,2.334311
210,2.337243
211,2.334311
212,2.331378
213,2.337243
214,2.331378
215,2.337243
216,2.331378
217,2.334311
218,2.337243
219,2.331378
220,2.337243
221,2.331378
222,2.337243
223,2.331378
224,2.337243
225,2.331378
226,2.337243
227,2.331378
228,2.334311
229,2.337243
230,2.331378
231,2.337243
232,2.331378
233,2.337243
234,2.331378
235,2.334311
236,2.328446
237,2.331378
238,2.334311
239,2.328446
240,2.334311
241,2.328446
242,2.331378
243,2.337243
244,2.334311
245,2.328446
246,2.334311
247,2.328446
248,2.334311
249,2.328446
250,2.334311
251,2.328446
252,2.334311
253,2.328446
254,2.334311
255,2.328446
256,2.334311
257,2.328446
258,2.334311
259,2.328446
260,2.331378
261,2.334311
262,2.328446
263,2.331378
264,2.334311
265,2.328446
266,2.334311
267,2.328446
268,2.334311
269,2.328446
270,2.325513
271,2.331378
272,2.328446
273,2.334311
274,2.328446
275,2.331378
276,2.328446
277,2.325513
278,2.331378
279,2.328446
280,2.334311
281,2.325513
282,2.331378
283,2.325513
284,2.331378
285,2.328446
286,2.331378
287,2.325513
288,2.331378
289,2.325513
290,2.331378
291,2.325513
292,2.331378
293,2.325513
294,2.331378
295,2.325513
296,2.328446
297,2.325513
298,2.331378
299,2.325513
300,2.331378
301,2.328446
302,2.331378
303,2.325513
304,2.331378
305,2.325513
306,2.331378
307,2.325513
308,2.328446
309,2.325513
310,2.328446
311,2.325513
312,2.328446
313,2.331378
314,2.328446
315,2.325513
316,2.328446
317,2.325513
318,2.328446
319,2.331378
320,2.328446
321,2.322581
322,2.328446
323,2.325513
324,2.328446
325,2.325513
326,2.328446
327,2.322581
328,2.328446
329,2.322581
330,2.328446
331,2.325513
332,2.328446
333,2.325513
334,2.328446
335,2.322581
336,2.328446
337,2.322581
338,2.325513
339,2.328446
340,2.322581
341,2.328446
342,2.322581
343,2.328446
344,2.322581
345,2.328446
346,2.322581
347,2.328446
348,2.322581
349,2.328446
350,2.322581
351,2.328446
352,2.322581
353,2.328446
354,2.322581
355,2.328446
356,2.322581
357,2.328446
358,2.322581
359,2.328446
360,2.322581
361,2.328446
362,2.322581
363,2.328446
364,2.322581
365,2.328446
366,2.322581
367,2.328446
368,2.322581
369,2.328446
370,2.322581
371,2.328446
372,2.322581
373,2.328446
374,2.322581
375,2.328446
376,2.322581
377,2.328446
378,2.322581
379,2.328446
380,2.322581
381,2.328446
382,2.322581
383,2.328446
384,2.322581
385,2.313783
386,2.316715
387,2.325513
388,2.322581
389,2.325513
390,2.322581
391,2.325513
392,2.322581
393,2.316715
394,2.325513
395,2.316715
396,2.325513
397,2.316715
398,2.322581
399,2.325513
400,2.316715
401,2.325513
402,2.316715
403,2.325513
404,2.316715
405,2.325513
406,2.316715
407,2.325513
408,2.316715
409,2.325513
410,2.316715
411,2.325513
412,2.316715
413,2.325513
414,2.316715
415,2.325513
416,2.316715
417,2.325513
418,2.316715
419,2.325513
420,2.316715
421,2.325513
422,2.316715
423,2.325513
424,2.316715
425,2.325513
426,2.316715
427,2.325513
428,2.316715
429,2.325513
430,2.316715
431,2.325513
432,2.316715
433,2.325513
434,2.316715
435,2.325513
436,2.316715
437,2.325513
438,2.316715
439,2.325513
440,2.316715
441,2.325513
442,2.316715
443,2.325513
444,2.316715
445,2.325513
446,2.316715
447,2.325513
448,2.316715
