0E656KFSX6F587QNVD7D5SPX9X,0.008798,1099641,14-06-19,05:46:09,UTC,0,0,0
0E656YN0A1P77VNZTS9588W603,0.005865,1099641,14-06-19,06:05:40,UTC,0,0,0
0E656YW4KRHS7B0AZNAG9RBRP8,0.002933,1099641,14-06-19,06:06:03,UTC,0,0,0
0E656ZGPB2HVSSQPEW493WWRZ9,0.005865,1099641,14-06-19,06:07:10,UTC,0,0,0
0E656ZX9SJJ4BSGXH95RB4A7WK,2.366569,1099641,14-06-19,06:07:52,UTC,0,0,0
0E656ZY2QWZ39ATNKB7DC7V3S2,2.357771,1099641,14-06-19,06:07:54,UTC,0,0,0
0E656ZYSZSN77PG9N1N8SDG1NJ,2.363636,1099641,14-06-19,06:07:57,UTC,0,0,0
0E656ZZJKC56BH8JD5DJY4JJET,2.357771,1099641,14-06-19,06:07:59,UTC,0,0,0
0E65700BX5A4EPF9Q21YPPTNZS,2.363636,1099641,14-06-19,06:08:02,UTC,0,0,0
0E6570135452P2KQJ7CRTFBK3E,2.357771,1099641,14-06-19,06:08:04,UTC,0,0,0
0E65701TP9ZC6JBJ6SSK8SX6JM,2.363636,1099641,14-06-19,06:08:06,UTC,0,0,0
0E65702J7WV5XTWAE8AXYJQDKD,2.360704,1099641,14-06-19,06:08:09,UTC,0,0,0
0E657039NBRQ5SEV65A60QYMVM,2.363636,1099641,14-06-19,06:08:11,UTC,0,0,0
0E657041FSGMVRG46Y8072DKDH,2.360704,1099641,14-06-19,06:08:14,UTC,0,0,0
0E65704TW52B33NM9VR3ZFRPPN,2.351906,1099641,14-06-19,06:08:16,UTC,0,0,0
0E65705JDEFDRSW8JTH98Y56KB,2.360704,1099641,14-06-19,06:08:19,UTC,0,0,0
0E657070NWB32RBZ0QVBWZPZZF,2.357771,1099641,14-06-19,06:08:23,UTC,0,0,0
0E657073Q78ZSMQYF011GCR6CJ,2.366569,1099641,14-06-19,06:08:24,UTC,0,0,0
0E65707WDET3QR16YK20YY1AC5,2.360704,1099641,14-06-19,06:08:26,UTC,0,0,0
0E65708KYQ3BJWCKHYKZV9F1CP,2.366569,1099641,14-06-19,06:08:29,UTC,0,0,0
0E65709E173MDYB9GWDE2YAN05,2.360704,1099641,14-06-19,06:08:31,UTC,0,0,0
0E6570AJ3XREFQBEEX62NMHWTM,2.366569,1099641,14-06-19,06:08:35,UTC,0,0,0
0E6570BANPHFK89GCPYJ91SYMK,2.360704,1099641,14-06-19,06:08:38,UTC,0,0,0
0E6570C275NDZ6RM55MJVKS9R5,2.366569,1099641,14-06-19,06:08:40,UTC,0,0,0
0E6570CVWMMB31QEF2MJ6EH5MG,2.360704,1099641,14-06-19,06:08:43,UTC,0,0,0
0E6570E7Y9M07KTY0XZH3XGERG,2.363636,1099641,14-06-19,06:08:47,UTC,0,0,0
0E6570EZEWX6QK01M4H6ZAPGVQ,2.360704,1099641,14-06-19,06:08:50,UTC,0,0,0
0E6570FQ06RCJV5WSR3BFPT212,2.363636,1099641,14-06-19,06:08:52,UTC,0,0,0
