id,value,feed_id,created_at,lat,lon,ele
0E6J77FWFRQ7JMX9D3AV8FVP6D,2.607422,1113881,2019-06-30 10:05:31 UTC,0.0,0.0,0.0
0E6J77G52EY22FVVT0EMF63QGJ,2.607422,1113881,2019-06-30 10:05:32 UTC,0.0,0.0,0.0
0E6J77GS627GVVN5A8MHM20D80,2.607422,1113881,2019-06-30 10:05:34 UTC,0.0,0.0,0.0
0E6J77HCMMM38W7YPQ2F4HBDSB,2.607422,1113881,2019-06-30 10:05:36 UTC,0.0,0.0,0.0
0E6J77HZVSDJ3F5ZY6JPHTWC16,2.595703,1113881,2019-06-30 10:05:38 UTC,0.0,0.0,0.0
0E6J77JKFMMDH9S4MFA88SNZQQ,2.604492,1113881,2019-06-30 10:05:40 UTC,0.0,0.0,0.0
0E6J77K7T1Z1RSR7CDPN5EWMCB,2.604492,1113881,2019-06-30 10:05:42 UTC,0.0,0.0,0.0
0E6J77KVBSJXA72CXANFPGCWSY,2.604492,1113881,2019-06-30 10:05:44 UTC,0.0,0.0,0.0
0E6J77MF4KP76RYVJJZXS7V1JR,2.604492,1113881,2019-06-30 10:05:46 UTC,0.0,0.0,0.0
0E6J77N2J6AWZCTSAGZS1B0RVV,2.604492,1113881,2019-06-30 10:05:48 UTC,0.0,0.0,0.0
0E6J77NP3XRYCZWRRN7ZJ1YRNM,2.604492,1113881,2019-06-30 10:05:50 UTC,0.0,0.0,0.0
0E6J77P9MPGWRVYZ0J0N27BFEP,2.604492,1113881,2019-06-30 10:05:52 UTC,0.0,0.0,0.0
0E6J77PWSYZ18HDH1DTJ2V37H6,2.604492,1113881,2019-06-30 10:05:54 UTC,0.0,0.0,0.0
0E6J77QH02Y6TYJTC10X83KY1C,2.604492,1113881,2019-06-30 10:05:56 UTC,0.0,0.0,0.0
0E6J77R4EYBH0A05K57KP3CKXF,2.604492,1113881,2019-06-30 10:05:58 UTC,0.0,0.0,0.0
0E6J77RR8YBA6NGSAEZB88Z9PW,2.601563,1113881,2019-06-30 10:06:00 UTC,0.0,0.0,0.0
0E6J77SBPHW1N7788ZTSZ5NVJ7,2.601563,1113881,2019-06-30 10:06:02 UTC,0.0,0.0,0.0
0E6J77SZDJRVBWDDW7R84NW08Q,2.601563,1113881,2019-06-30 10:06:04 UTC,0.0,0.0,0.0
0E6J77TJZ5ZRBA29F5FYYM6DGH,2.601563,1113881,2019-06-30 10:06:06 UTC,0.0,0.0,0.0
0E6J77V5WXKXK8JK6HKCWQFG93,2.601563,1113881,2019-06-30 10:06:08 UTC,0.0,0.0,0.0
0E6J77VSH3W2JNG8Q46KFDD1YQ,2.601563,1113881,2019-06-30 10:06:10 UTC,0.0,0.0,0.0
0E6J77WDVK8TRY4VZZ3WEG6083,2.601563,1113881,2019-06-30 10:06:12 UTC,0.0,0.0,0.0
0E6J77X1J9NHZF04E51X5TQFA3,2.601563,1113881,2019-06-30 10:06:14 UTC,0.0,0.0,0.0
0E6J77XN06PPPX0CWCJ614B45E,2.601563,1113881,2019-06-30 10:06:16 UTC,0.0,0.0,0.0
0E6J77Y8QZF5Z625HGQQFKWK13,2.601563,1113881,2019-06-30 10:06:18 UTC,0.0,0.0,0.0
0E6J77YVJC43S7YWMPMNH7ZETQ,2.601563,1113881,2019-06-30 10:06:20 UTC,0.0,0.0,0.0
0E6J77ZF3DWXN2MEGRRSP8P1J6,2.595703,1113881,2019-06-30 10:06:22 UTC,0.0,0.0,0.0
0E6J7802MFY2V5W3K0FVNW3KB4,2.595703,1113881,2019-06-30 10:06:24 UTC,0.0,0.0,0.0
0E6J780P8MX2R6BDDXJSSCB9X1,2.595703,1113881,2019-06-30 10:06:26 UTC,0.0,0.0,0.0
0E6J7819WWK2JG28T0YPRHX6JN,2.595703,1113881,2019-06-30 10:06:28 UTC,0.0,0.0,0.0
0E6J781XDR0M3MVNZVT9VH6SV0,2.595703,1113881,2019-06-30 10:06:30 UTC,0.0,0.0,0.0
0E6J782SBP5DSK7J7KH770TT4N,2.595703,1113881,2019-06-30 10:06:33 UTC,0.0,0.0,0.0
