id,value,feed_id,created_at,lat,lon,ele
0E6M02EHEJ362MZPASKH11D6B4,2.496094,1115832,2019-07-02 15:04:22 UTC,0.0,0.0,0.0
0E6M02F5D9XWBVXJRW4ERT2AJE,2.496094,1115832,2019-07-02 15:04:24 UTC,0.0,0.0,0.0
0E6M02FREGQ7FY6KM3NWSFNBPR,2.496094,1115832,2019-07-02 15:04:26 UTC,0.0,0.0,0.0
0E6M02GC641PMASHNPTX7HHYDZ,2.496094,1115832,2019-07-02 15:04:28 UTC,0.0,0.0,0.0
0E6M02GZTAJ3CQJWZTRXTKJ4XT,2.496094,1115832,2019-07-02 15:04:30 UTC,0.0,0.0,0.0
0E6M02HJSXM6Y4HK325KN2S048,2.496094,1115832,2019-07-02 15:04:32 UTC,0.0,0.0,0.0
0E6M02J6CYBCM9J35FQC99XG4M,2.496094,1115832,2019-07-02 15:04:34 UTC,0.0,0.0,0.0
0E6M02JTSFEF0AG8NYVHF85NJG,2.496094,1115832,2019-07-02 15:04:36 UTC,0.0,0.0,0.0
0E6M02KEGG0Z54ZM1XZ1ANQ2S4,2.496094,1115832,2019-07-02 15:04:39 UTC,0.0,0.0,0.0
0E6M02M1XTD72EZH3PBV5M7G42,2.496094,1115832,2019-07-02 15:04:41 UTC,0.0,0.0,0.0
0E6M02MNCF62TJ1SRCGRCPEKNS,2.496094,1115832,2019-07-02 15:04:42 UTC,0.0,0.0,0.0
0E6M02N8EB02Y9RJEJT33H6K46,2.496094,1115832,2019-07-02 15:04:44 UTC,0.0,0.0,0.0
0E6M02NWTJCGYD16CWER658G3E,2.496094,1115832,2019-07-02 15:04:47 UTC,0.0,0.0,0.0
0E6M02PFKMY4D984RDYQA7MF3C,2.496094,1115832,2019-07-02 15:04:48 UTC,0.0,0.0,0.0
0E6M02Q3STHNXDF877XHFM19CY,2.496094,1115832,2019-07-02 15:04:51 UTC,0.0,0.0,0.0
0E6M02QQAJYX5T0JN8DGX2KW0G,2.496094,1115832,2019-07-02 15:04:53 UTC,0.0,0.0,0.0
0E6M02RAZ5HFXV25ETJ9Z4N5K3,2.496094,1115832,2019-07-02 15:04:55 UTC,0.0,0.0,0.0
0E6M02RY0AAYHWQ0ZHRG6VNR86,2.496094,1115832,2019-07-02 15:04:56 UTC,0.0,0.0,0.0
0E6M02SJ80HFRDB8N75E1B9PH4,2.496094,1115832,2019-07-02 15:04:59 UTC,0.0,0.0,0.0
0E6M02T613WQ9CJSYASVCP74ZX,2.496094,1115832,2019-07-02 15:05:01 UTC,0.0,0.0,0.0
0E6M02TSCKQCTSHK52ZPPX0JJ4,2.496094,1115832,2019-07-02 15:05:03 UTC,0.0,0.0,0.0
0E6M02VCAF4XM5GMH93NX6NTKR,2.496094,1115832,2019-07-02 15:05:05 UTC,0.0,0.0,0.0
0E6M02W9XEJFWSTVR8SN7C2NXY,2.481445,1115832,2019-07-02 15:05:08 UTC,0.0,0.0,0.0
0E6M02WKJJ483B0GHAA5B5GDQ8,2.496094,1115832,2019-07-02 15:05:09 UTC,0.0,0.0,0.0
0E6M02X7P4BA9VYRNZT0KJTA5H,2.496094,1115832,2019-07-02 15:05:11 UTC,0.0,0.0,0.0
0E6M02XVARXNPJB5ADRC71ZYP9,2.496094,1115832,2019-07-02 15:05:13 UTC,0.0,0.0,0.0
0E6M02YFBGVVM7Q7B3536YYJ9S,2.496094,1115832,2019-07-02 15:05:15 UTC,0.0,0.0,0.0
0E6M02Z642PDJH06EAQR4W6H15,2.481445,1115832,2019-07-02 15:05:17 UTC,0.0,0.0,0.0
0E6M02ZNET51C38HGX8161P5PS,2.490234,1115832,2019-07-02 15:05:19 UTC,0.0,0.0,0.0
0E6M030A8K6BZX2DG217J7ZDQV,2.496094,1115832,2019-07-02 15:05:21 UTC,0.0,0.0,0.0
0E6M030WR3QRYFPCCQVER6QSW6,2.496094,1115832,2019-07-02 15:05:23 UTC,0.0,0.0,0.0
0E6M031H55W7VR2S3R00T0SJFG,2.496094,1115832,2019-07-02 15:05:25 UTC,0.0,0.0,0.0
0E6M0324K2QRWRR91GSER2QDT5,2.481445,1115832,2019-07-02 15:05:27 UTC,0.0,0.0,0.0
0E6M032R4MQXWRH6A7QC5W121R,2.490234,1115832,2019-07-02 15:05:29 UTC,0.0,0.0,0.0
0E6M033BZR6NRTVAX6CV9P0H8X,2.496094,1115832,2019-07-02 15:05:31 UTC,0.0,0.0,0.0
0E6M033Z96EYRFFEKBXBYGW371,2.490234,1115832,2019-07-02 15:05:33 UTC,0.0,0.0,0.0
0E6M034JANVH4RH5KFFZFCZJ2K,2.490234,1115832,2019-07-02 15:05:35 UTC,0.0,0.0,0.0
0E6M0356MJV3PV2AYFAN164FSN,2.481445,1115832,2019-07-02 15:05:37 UTC,0.0,0.0,0.0
0E6M035T54Q1RBZMF0AYJM9ERZ,2.490234,1115832,2019-07-02 15:05:39 UTC,0.0,0.0,0.0
0E6M036DQ4WTPPFRY2K3N4CR3A,2.490234,1115832,2019-07-02 15:05:41 UTC,0.0,0.0,0.0
0E6M0371B7YT9XVAXQHPCKJKWR,2.490234,1115832,2019-07-02 15:05:43 UTC,0.0,0.0,0.0
0E6M037N90GNRJ7XD1RRFRS30Z,2.490234,1115832,2019-07-02 15:05:45 UTC,0.0,0.0,0.0
0E6M0388KB4RJKQK36X7GX8WSD,2.481445,1115832,2019-07-02 15:05:47 UTC,0.0,0.0,0.0
0E6M038W746GPE9QHENF1B4HPS,2.490234,1115832,2019-07-02 15:05:49 UTC,0.0,0.0,0.0
0E6M039F2HVZDPQ2YP3PSKKNJ9,2.490234,1115832,2019-07-02 15:05:51 UTC,0.0,0.0,0.0
0E6M03A3CNB570C0AN411RCCCJ,2.487305,1115832,2019-07-02 15:05:53 UTC,0.0,0.0,0.0
0E6M03AQ3MC9XEN1QZ3RWMZ6RK,2.490234,1115832,2019-07-02 15:05:55 UTC,0.0,0.0,0.0
0E6M03BAVGBGB37SVRGSSFRWWB,2.481445,1115832,2019-07-02 15:05:57 UTC,0.0,0.0,0.0
0E6M03BY5SV2BDPYVE9EHT15Q9,2.487305,1115832,2019-07-02 15:05:59 UTC,0.0,0.0,0.0
0E6M03CJ47E01QYT8PECFQQZZ6,2.490234,1115832,2019-07-02 15:06:01 UTC,0.0,0.0,0.0
0E6M03D5DVTC54EJ5XYC4MH28B,2.487305,1115832,2019-07-02 15:06:03 UTC,0.0,0.0,0.0
0E6M03DS8CCHXZ52DK8937G2F2,2.487305,1115832,2019-07-02 15:06:05 UTC,0.0,0.0,0.0
0E6M03EBX4X0KKJAATRQRSMJC2,2.481445,1115832,2019-07-02 15:06:07 UTC,0.0,0.0,0.0
0E6M03F9WA5VW2KXAJKP2F8AQ5,2.490234,1115832,2019-07-02 15:06:10 UTC,0.0,0.0,0.0
0E6M03FK2WTQXSPYHAKG541RPV,2.487305,1115832,2019-07-02 15:06:11 UTC,0.0,0.0,0.0
0E6M03G6PD43ZJSH5AHXNB9QEK,2.487305,1115832,2019-07-02 15:06:13 UTC,0.0,0.0,0.0
0E6M03GTAEX5D5W18J8DT6HKMG,2.487305,1115832,2019-07-02 15:06:15 UTC,0.0,0.0,0.0
0E6M03HDV71ZYTJKV59AX3AVWX,2.481445,1115832,2019-07-02 15:06:17 UTC,0.0,0.0,0.0
0E6M03J1FS3TT60ZPHH2Z67776,2.487305,1115832,2019-07-02 15:06:19 UTC,0.0,0.0,0.0
0E6M03JN3FD61CA38ANJEJR9F9,2.487305,1115832,2019-07-02 15:06:21 UTC,0.0,0.0,0.0
0E6M03K8R5GZ62593Z59EA1CHZ,2.487305,1115832,2019-07-02 15:06:23 UTC,0.0,0.0,0.0
0E6M03KW957ACZ2DTFSEMSSGM6,2.487305,1115832,2019-07-02 15:06:25 UTC,0.0,0.0,0.0
0E6M03MGD643ZZ6BSWCHH9ZC56,2.478516,1115832,2019-07-02 15:06:27 UTC,0.0,0.0,0.0
0E6M03N3GXVAW3DKDGASQ5VRNT,2.487305,1115832,2019-07-02 15:06:29 UTC,0.0,0.0,0.0
0E6M03NQ1VQ2MD4YATG5BM67PD,2.487305,1115832,2019-07-02 15:06:31 UTC,0.0,0.0,0.0
0E6M03PAS9B7T81XP0SA74J1VM,2.487305,1115832,2019-07-02 15:06:33 UTC,0.0,0.0,0.0
0E6M03PYAE2YNRKFXN82F7M8JV,2.487305,1115832,2019-07-02 15:06:35 UTC,0.0,0.0,0.0
0E6M03QJ7D5XXJ0DK0ES0ZTF5P,2.487305,1115832,2019-07-02 15:06:37 UTC,0.0,0.0,0.0
0E6M03R5JXJ9K9ECA4YNZ9FH6W,2.487305,1115832,2019-07-02 15:06:39 UTC,0.0,0.0,0.0
0E6M03RSA2WXZFZ33S2QWVZBJ3,2.487305,1115832,2019-07-02 15:06:41 UTC,0.0,0.0,0.0
0E6M03SD0QR1N91P6GCMKPBAYM,2.487305,1115832,2019-07-02 15:06:43 UTC,0.0,0.0,0.0
0E6M03T0QZMGCKC1BY3E8X8E8H,2.487305,1115832,2019-07-02 15:06:45 UTC,0.0,0.0,0.0
0E6M03TMFXK09JYBX4AJ7KP2GF,2.487305,1115832,2019-07-02 15:06:47 UTC,0.0,0.0,0.0
0E6M03V7TF8PNP27C5VCCADE3J,2.487305,1115832,2019-07-02 15:06:49 UTC,0.0,0.0,0.0
0E6M03VVEFRV6QE0P9NDFJ260E,2.487305,1115832,2019-07-02 15:06:51 UTC,0.0,0.0,0.0
0E6M03WF108T230N8BM3YXAMZ2,2.487305,1115832,2019-07-02 15:06:53 UTC,0.0,0.0,0.0
0E6M03X3GNX9VH4NT4DYB339HW,2.487305,1115832,2019-07-02 15:06:55 UTC,0.0,0.0,0.0
0E6M03XPM02SVSA617Q03A3PA0,2.478516,1115832,2019-07-02 15:06:57 UTC,0.0,0.0,0.0
0E6M03YA8AVMWA7FTHVDY8XGKT,2.487305,1115832,2019-07-02 15:06:59 UTC,0.0,0.0,0.0
0E6M03YZSJ8TMT1B3PDSWW3JP6,2.487305,1115832,2019-07-02 15:07:01 UTC,0.0,0.0,0.0
0E6M03ZJBBH6WN3KYAVP7W8S6G,2.487305,1115832,2019-07-02 15:07:03 UTC,0.0,0.0,0.0
0E6M0407QPC855ZKDGW4W1NXHX,2.487305,1115832,2019-07-02 15:07:05 UTC,0.0,0.0,0.0
0E6M041881W17562RAY1Y81QCK,2.487305,1115832,2019-07-02 15:07:09 UTC,0.0,0.0,0.0
0E6M041MZXM9ZJFQ1HDECH4M3H,2.487305,1115832,2019-07-02 15:07:10 UTC,0.0,0.0,0.0
0E6M0427V2RVKMX27Y2M93EAJW,2.487305,1115832,2019-07-02 15:07:12 UTC,0.0,0.0,0.0
0E6M042JZ9QGXXYFG0C4JWPDA9,2.487305,1115832,2019-07-02 15:07:13 UTC,0.0,0.0,0.0
0E6M0437CFEPHV5KHD6RPPXABN,2.487305,1115832,2019-07-02 15:07:15 UTC,0.0,0.0,0.0
0E6M043V0KR0ZZBTPP4WA4AB47,2.487305,1115832,2019-07-02 15:07:17 UTC,0.0,0.0,0.0
0E6M044ERRX7896DK40RPM25SV,2.487305,1115832,2019-07-02 15:07:19 UTC,0.0,0.0,0.0
0E6M045298PWTXPP0W8VYZ6DJ8,2.487305,1115832,2019-07-02 15:07:21 UTC,0.0,0.0,0.0
0E6M045MY74S1KN1NHGMPR8DVP,2.487305,1115832,2019-07-02 15:07:23 UTC,0.0,0.0,0.0
0E6M0469AWC99728A46GHH8CB2,2.487305,1115832,2019-07-02 15:07:25 UTC,0.0,0.0,0.0
0E6M046WNR4ETDE5DNA5HY63D6,2.478516,1115832,2019-07-02 15:07:27 UTC,0.0,0.0,0.0
0E6M047GPYM76VS1JXBN6HXJRS,2.487305,1115832,2019-07-02 15:07:29 UTC,0.0,0.0,0.0
0E6M0483NTGJSNN8Y1V7HACMPR,2.487305,1115832,2019-07-02 15:07:31 UTC,0.0,0.0,0.0
0E6M048Q8EZNDYGWG73EY9J7M6,2.487305,1115832,2019-07-02 15:07:33 UTC,0.0,0.0,0.0
0E6M049ASXGVPEP8N590V98VXH,2.478516,1115832,2019-07-02 15:07:35 UTC,0.0,0.0,0.0
